vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3
14.6222,17.8254,5.91114,39531,-25,-25,41,-25,25,61,25,-25,54,25,25,147
16.9489,6.54334,1.18774,47809,-25,-25,56,-25,25,63,25,-25,94,25,25,142
-5.93393,-3.07887,9.07529,5958,-25,-25,13,-25,25,9,25,-25,11,25,25,6
17.1242,-0.923766,-2.28089,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.129,12.1502,-8.6873,389630,-25,-25,592,-25,25,834,25,-25,645,25,25,625
-0.302715,5.24519,5.39077,2259,-25,-25,5,-25,25,3,25,-25,5,25,25,2
-1.51898,18.9811,-9.29549,138080,-25,-25,158,-25,25,364,25,-25,154,25,25,245
14.4589,7.02901,-1.91965,4820,-25,-25,3,-25,25,5,25,-25,6,25,25,11
18.129,5.35817,0.0170155,3685,-25,-25,5,-25,25,6,25,-25,5,25,25,7
4.25615,-10.3059,3.70471,11054,-25,-25,18,-25,25,12,25,-25,29,25,25,14
-5.69308,-21.1849,5.01892,115,-25,-25,1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
11.765,8.445,6.01074,14558,-25,-25,14,-25,25,19,25,-25,16,25,25,70
-13.6934,-1.22111,-3.98882,179702,-25,-25,454,-25,25,323,25,-25,266,25,25,245
17.1227,-15.3853,-6.62603,49717,-25,-25,63,-25,25,116,25,-25,78,25,25,84
-10.3015,-15.9312,2.03205,33,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
19.2593,-10.9478,-5.40725,127979,-25,-25,172,-25,25,159,25,-25,330,25,25,236
12.322,-17.7363,-2.01675,42509,-25,-25,54,-25,25,42,25,-25,146,25,25,57
-3.72324,-16.4964,-0.232595,75425,-25,-25,167,-25,25,89,25,-25,147,25,25,86
-5.50507,8.54181,6.44066,3348,-25,-25,6,-25,25,6,25,-25,4,25,25,2
18.1255,16.0041,1.51244,82,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
8.4002,20.5203,-9.85026,5067,-25,-25,5,-25,25,8,25,-25,9,25,25,16
-21.8193,-5.10038,-2.15561,68199,-25,-25,220,-25,25,121,25,-25,72,25,25,62
-11.1462,17.0885,0.290525,3846,-25,-25,9,-25,25,10,25,-25,3,25,25,12
-9.14618,-18.0643,8.21025,67297,-25,-25,172,-25,25,89,25,-25,117,25,25,70
-5.33525,-9.54445,8.65892,10252,-25,-25,28,-25,25,18,25,-25,13,25,25,15
-8.20658,15.5804,5.54396,37450,-25,-25,52,-25,25,94,25,-25,53,25,25,59
9.61204,15.7003,-2.91783,140,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
2.88239,13.0327,-9.74371,146,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
5.99294,-2.90775,-6.09528,57236,-25,-25,101,-25,25,85,25,-25,97,25,25,123
-9.83038,10.9296,-5.14068,83951,-25,-25,137,-25,25,206,25,-25,114,25,25,152
-12.0191,2.37405,-1.70385,94,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.73748,6.86703,5.08603,205996,-25,-25,287,-25,25,425,25,-25,292,25,25,344
8.05806,7.61992,-5.19776,65000,-25,-25,76,-25,25,114,25,-25,115,25,25,165
-21.8668,-1.7481,-4.13379,56,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.3268,-21.417,5.94648,103598,-25,-25,409,-25,25,144,25,-25,136,25,25,93
-2.56895,21.0963,1.79827,2163,-25,-25,3,-25,25,5,25,-25,4,25,25,4
-10.4489,-1.96464,-3.80492,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
20.1953,15.9564,-0.77546,401939,-25,-25,305,-25,25,465,25,-25,486,25,25,1416
4.24391,-21.4517,2.93728,18553,-25,-25,38,-25,25,21,25,-25,59,25,25,23
3.72175,-4.45123,5.47264,23812,-25,-25,35,-25,25,32,25,-25,51,25,25,58
-15.6289,-20.8987,1.964,244,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
13.7689,15.7631,4.45064,41,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-14.7688,2.86933,0.472244,80229,-25,-25,153,-25,25,187,25,-25,103,25,25,110
-1.39904,-13.0861,2.32505,15864,-25,-25,46,-25,25,35,25,-25,27,25,25,20
-14.5916,17.3977,-9.93066,50,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.21515,-15.7515,1.96716,50,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
-17.3498,-16.2419,1.52879,26794,-25,-25,99,-25,25,44,25,-25,25,25,25,23
-7.43385,3.75248,2.76045,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
9.71651,8.75206,-7.27253,93,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.6684,9.82953,-1.39007,1032,-25,-25,2,-25,25,6,25,-25,1,-99.9,-99.9,-1
17.112,6.26705,6.44927,16487,-25,-25,14,-25,25,24,25,-25,35,25,25,37
-11.4149,-2.92741,0.767917,70974,-25,-25,153,-25,25,126,25,-25,127,25,25,93
-19.7909,12.5509,2.70152,114246,-25,-25,197,-25,25,373,25,-25,111,25,25,153
17.5757,-9.33743,4.29232,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
20.0537,-18.2204,2.85944,2620,-25,-25,7,-25,25,4,25,-25,17,25,25,3
-17.3219,19.2195,-8.36101,76,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
18.4936,-1.63405,-3.11065,121,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
-9.74941,20.2419,-7.49536,264,-99.9,-99.9,-1,-25,25,3,-99.9,-99.9,-1,-99.9,-99.9,-1
8.28622,5.45903,7.2971,81,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
13.1579,-8.90516,-3.1591,56,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.1172,-21.556,-8.41602,8415,-25,-25,30,-25,25,8,25,-25,14,25,25,12
-9.4923,-19.311,-8.30602,67460,-25,-25,217,-25,25,77,25,-25,122,25,25,85
17.0096,9.09748,6.51065,12699,-25,-25,16,-25,25,20,25,-25,20,25,25,32
10.0395,7.91031,9.68057,79,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
5.23523,-21.8109,6.98345,8413,-25,-25,22,-25,25,14,25,-25,28,25,25,9
20.1983,-5.02256,0.80117,129069,-25,-25,184,-25,25,164,25,-25,327,25,25,244
-17.9025,0.58246,9.78247,37211,-25,-25,80,-25,25,33,25,-25,45,25,25,31
16.8425,12.3091,7.57557,29293,-25,-25,33,-25,25,52,25,-25,54,25,25,73
12.6546,-8.29042,-9.41173,99,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
9.39674,2.02164,2.89352,387529,-25,-25,481,-25,25,656,25,-25,552,25,25,961
15.952,17.4439,-2.00137,114,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
5.4026,4.84312,0.611025,199,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,25,25,2
19.2115,11.3576,6.23697,128,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,25,25,1
-9.8887,16.6189,4.02426,36709,-25,-25,46,-25,25,105,25,-25,40,25,25,57
5.97572,-6.54723,8.82399,8703,-25,-25,10,-25,25,12,25,-25,101,25,25,13
8.02617,-10.5278,-4.32725,1666,-25,-25,3,-25,25,3,25,-25,3,25,25,3
20.8159,0.890645,0.594054,209,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
1.60972,-4.39926,-5.22284,227970,-25,-25,400,-25,25,309,25,-25,398,25,25,400
4.87378,4.32337,7.12441,134462,-25,-25,217,-25,25,244,25,-25,222,25,25,281
3.33109,-8.20112,-0.172992,890,-25,-25,1,-25,25,2,25,-25,6,25,25,1
-10.8804,-18.1181,-7.8204,5818,-25,-25,12,-25,25,9,25,-25,12,25,25,8
2.05879,15.4492,1.95362,100,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
6.99698,-4.99045,3.59561,149699,-25,-25,229,-25,25,223,25,-25,300,25,25,271
14.9318,18.089,9.37025,76,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
6.05655,16.3073,2.96378,202510,-25,-25,220,-25,25,470,25,-25,201,25,25,484
-12.374,2.98919,9.8158,14753,-25,-25,30,-25,25,37,25,-25,19,25,25,19
20.8815,9.26202,2.57539,87,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-13.5875,17.8411,5.13909,6797,-25,-25,12,-25,25,32,25,-25,12,25,25,6
20.1544,10.3533,-3.07167,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.53546,-18.4499,-5.68759,24259,-25,-25,77,-25,25,33,25,-25,46,25,25,30
-0.233794,16.8943,3.41673,67750,-25,-25,67,-25,25,116,25,-25,80,25,25,200
6.34366,3.71122,5.31581,25012,-25,-25,32,-25,25,44,25,-25,34,25,25,56
10.3196,-14.227,2.03453,20682,-25,-25,27,-25,25,35,25,-25,42,25,25,23
12.7384,14.3633,-4.42167,108,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-3.81002,-3.2604,-3.62259,62916,-25,-25,129,-25,25,122,25,-25,108,25,25,105
-17.8122,-4.51886,-0.838998,159508,-25,-25,299,-25,25,331,25,-25,171,25,25,180
-16.1113,17.0493,1.18487,4269,-25,-25,6,-25,25,16,25,-25,4,25,25,6
7.88111,2.33192,-7.51714,298574,-25,-25,502,-25,25,675,25,-25,416,25,25,527
16.4005,-4.30425,-2.08987,167695,-25,-25,192,-25,25,212,25,-25,317,25,25,428
-13.9078,6.64013,-2.39169,15588,-25,-25,24,-25,25,34,25,-25,15,25,25,32
7.02707,-1.02389,4.81901,44767,-25,-25,79,-25,25,78,25,-25,85,25,25,87
2.45388,14.0937,-3.14893,89549,-25,-25,111,-25,25,152,25,-25,128,25,25,182
2.71763,13.5198,1.51879,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
8.81244,-5.84213,-7.54669,403,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,25,25,1
-1.6021,17.3153,3.69234,49,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.37543,-5.94908,3.68774,191831,-25,-25,466,-25,25,267,25,-25,342,25,25,266
-20.5741,0.287124,7.36021,677,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
3.33644,5.9684,-0.959683,114584,-25,-25,152,-25,25,149,25,-25,227,25,25,292
0.655639,-10.0241,3.3238,47,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
4.24012,-7.8361,-7.21069,72,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-6.79011,-11.0389,5.06639,6954,-25,-25,23,-25,25,13,25,-25,12,25,25,7
-4.5751,16.9225,-8.38299,79811,-25,-25,123,-25,25,185,25,-25,87,25,25,148
-19.8908,-17.2939,-5.93169,638,-25,-25,5,-25,25,1,25,-25,1,25,25,1
16.4576,-19.7215,-6.73842,2683,-25,-25,3,-99.9,-99.9,-1,25,-25,17,25,25,5
20.8462,15.7292,-1.14312,81405,-25,-25,91,-25,25,94,25,-25,109,25,25,359
-17.152,-14.7818,-3.71444,12511,-25,-25,54,-25,25,19,25,-25,14,25,25,16
8.64182,10.1303,-6.09312,174446,-25,-25,189,-25,25,280,25,-25,288,25,25,535
-10.9685,8.28852,-8.91097,117965,-25,-25,173,-25,25,256,25,-25,172,25,25,186
-10.2694,6.83812,9.81687,86,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
-19.6919,4.09657,9.54707,1425,-25,-25,1,-25,25,2,25,-25,4,25,25,2
6.72151,-0.8004,-8.73877,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
12.0992,15.2361,4.15397,13110,-25,-25,16,-25,25,13,25,-25,24,25,25,36
13.1514,13.8599,3.4152,51740,-25,-25,60,-25,25,83,25,-25,65,25,25,142
-16.1375,-16.4145,-3.86659,217760,-25,-25,979,-25,25,305,25,-25,268,25,25,222
-5.4987,-17.508,0.163616,88,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
18.6061,-18.5558,4.94541,1066,-25,-25,3,-25,25,1,25,-25,3,25,25,1
-9.27144,17.634,3.05667,31521,-25,-25,42,-25,25,74,25,-25,29,25,25,47
-19.9399,-16.6961,-5.37545,5121,-25,-25,2,-25,25,18,25,-25,8,25,25,10
-4.27025,1.52758,2.77947,67,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
11.0206,-7.13075,-2.45302,28617,-25,-25,37,-25,25,39,25,-25,76,25,25,43
0.871279,-16.8896,8.36273,5891,-25,-25,14,-25,25,6,25,-25,17,25,25,8
12.5899,-18.2339,2.94886,36823,-25,-25,62,-25,25,38,25,-25,100,25,25,46
-12.8951,12.3933,-4.1772,86,-99.9,-99.9,-1,-25,25,2,-99.9,-99.9,-1,-99.9,-99.9,-1
-21.3754,-21.9647,9.37385,2625,-25,-25,23,-25,25,3,25,-25,3,25,25,1
17.6474,-16.7766,1.41596,143299,-25,-25,203,-25,25,170,25,-25,588,25,25,211
-13.5912,-21.0643,7.865,5145,-25,-25,24,-25,25,8,25,-25,7,25,25,5
-7.19187,19.4553,-4.24693,1922,-25,-25,1,-25,25,6,25,-25,4,25,25,1
18.9385,-10.7584,-6.27576,86911,-25,-25,116,-25,25,95,25,-25,358,25,25,138
-2.40131,10.0948,9.12143,4952,-25,-25,10,-25,25,11,25,-25,5,25,25,9
-1.23696,5.55713,-4.39548,507080,-25,-25,984,-25,25,1009,25,-25,712,25,25,733
18.9093,-12.4641,0.587752,35175,-25,-25,44,-25,25,43,25,-25,116,25,25,54
21.0114,-13.0297,6.26664,12759,-25,-25,11,-25,25,9,25,-25,45,25,25,22
-15.4041,8.96811,-9.91697,139,-99.9,-99.9,-1,-25,25,3,-99.9,-99.9,-1,25,25,1
16.7109,-9.7464,0.686772,191,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
17.2996,-16.1524,-2.53569,143,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.20265,19.1082,-2.56563,12508,-25,-25,22,-25,25,28,25,-25,11,25,25,32
14.0708,13.5271,2.33259,14076,-25,-25,16,-25,25,11,25,-25,18,25,25,41
4.74395,13.1481,-2.11564,101571,-25,-25,121,-25,25,214,25,-25,140,25,25,202
-11.6719,18.5783,9.3196,46,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-3.29938,2.89901,5.68097,58,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
7.02845,-3.84524,7.78085,51701,-25,-25,81,-25,25,74,25,-25,120,25,25,99
-2.96507,-3.39169,7.50294,62,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.40323,3.26435,9.21995,2010,-25,-25,2,-25,25,3,25,-25,3,25,25,3
-3.31106,-4.36254,3.21014,48,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.40199,-18.0154,9.4699,78,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
4.64812,20.8913,0.279816,124920,-25,-25,133,-25,25,260,25,-25,125,25,25,349
-15.2359,21.412,-2.48336,223011,-25,-25,252,-25,25,934,25,-25,233,25,25,365
-2.25492,5.68028,4.42835,63,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.3421,19.8211,3.44793,5581,-25,-25,10,-25,25,16,25,-25,9,25,25,6
-10.0118,-4.34594,-6.95398,171,-25,-25,2,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
18.2698,-11.6031,8.79685,548,-25,-25,1,-99.9,-99.9,-1,25,-25,3,25,25,4
-18.6952,19.9731,4.83487,50283,-25,-25,66,-25,25,249,25,-25,50,25,25,68
20.8219,10.811,-6.55614,135,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-3.34132,-19.6485,2.04654,80,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
5.46633,-6.86012,1.16013,107350,-25,-25,188,-25,25,130,25,-25,239,25,25,155
3.3239,7.23475,2.80826,3653,-25,-25,5,-25,25,11,25,-25,5,25,25,8
10.2007,-19.7298,1.28761,7773,-25,-25,9,-25,25,18,25,-25,20,25,25,10
6.29896,-17.3762,-2.74281,754,-99.9,-99.9,-1,-25,25,2,25,-25,4,-99.9,-99.9,-1
-10.1709,-1.28402,5.91422,44526,-25,-25,79,-25,25,82,25,-25,60,25,25,58
6.78973,-0.570699,9.59589,14889,-25,-25,23,-25,25,17,25,-25,18,25,25,20
-14.0126,-17.7507,-3.16026,97,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
15.042,-18.5838,2.47728,59,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
-5.84083,11.159,-6.10468,5315,-25,-25,9,-25,25,14,25,-25,5,25,25,8
-13.0222,-19.432,-8.19653,92,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-5.31024,0.76781,-8.05069,153,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
7.04386,1.89256,3.47644,3600,-25,-25,4,-25,25,2,25,-25,6,25,25,12
-2.34659,-4.89894,-7.96115,97474,-25,-25,165,-25,25,153,25,-25,165,25,25,153
-9.34057,-7.00947,4.11673,218,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
8.70129,-0.93313,-4.34166,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
11.736,17.0802,-1.76382,49933,-25,-25,53,-25,25,75,25,-25,67,25,25,180
15.6226,4.65027,-3.16252,81,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
3.80662,3.9176,-0.754681,215002,-25,-25,288,-25,25,298,25,-25,406,25,25,474
16.212,-5.54654,-4.20244,74811,-25,-25,90,-25,25,76,25,-25,174,25,25,154
-19.8059,-8.47729,-4.92441,50864,-25,-25,153,-25,25,77,25,-25,54,25,25,62
14.0676,12.5692,-7.58568,46326,-25,-25,57,-25,25,66,25,-25,66,25,25,145
-16.9708,-9.71,2.95862,109650,-25,-25,319,-25,25,203,25,-25,143,25,25,123
7.3829,15.5117,-5.41314,42704,-25,-25,43,-25,25,64,25,-25,66,25,25,96
-16.2153,-17.3207,3.25599,17361,-25,-25,67,-25,25,38,25,-25,22,25,25,12
-10.4029,-5.91682,-2.66304,5647,-25,-25,14,-25,25,8,25,-25,6,25,25,10
-4.46686,-14.2758,3.06935,23025,-25,-25,61,-25,25,43,25,-25,61,25,25,36
-11.7586,-6.84364,-2.98712,8002,-25,-25,11,-25,25,19,25,-25,8,25,25,10
-8.81731,11.3757,5.70398,97,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-11.7305,-9.73945,-8.69796,1408,-25,-25,5,-25,25,3,25,-25,3,25,25,1
20.658,20.523,-9.50658,77843,-25,-25,71,-25,25,97,25,-25,100,25,25,854
14.0966,16.336,-6.65112,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-15.0751,8.4068,-9.8446,93,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.2221,1.20632,8.44302,85,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.06176,0.779078,0.00744262,46,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-8.02544,10.2572,0.776124,177,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
15.4466,-20.2313,-0.209646,9338,-25,-25,19,-25,25,12,25,-25,46,25,25,12
-18.0065,15.4919,2.30474,94,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
17.6729,-11.7258,-7.22269,55,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
9.86531,-14.9121,2.53341,41588,-25,-25,71,-25,25,44,25,-25,119,25,25,59
1.74127,4.79293,-5.13253,79,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.17343,2.43881,5.70405,42,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.4477,-13.2917,-4.80484,134165,-25,-25,452,-25,25,201,25,-25,207,25,25,148
-3.79474,11.5356,0.50536,58,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
16.8813,8.02344,-1.80315,385,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,3
4.92248,13.9103,-6.46903,40,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
21.9026,11.8764,-6.00435,199064,-25,-25,193,-25,25,280,25,-25,278,25,25,1188
2.92649,-10.228,3.15674,42951,-25,-25,87,-25,25,81,25,-25,45,25,25,35
-20.8029,-13.1444,-3.92516,107,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
3.81212,19.0555,5.97202,69322,-25,-25,78,-25,25,105,25,-25,87,25,25,166
-10.9976,-14.5626,6.19825,57,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-15.0539,-3.2458,-9.43052,126156,-25,-25,257,-25,25,242,25,-25,153,25,25,143
-10.0606,5.09885,-9.25225,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.7936,-13.9396,4.19612,187881,-25,-25,636,-25,25,294,25,-25,265,25,25,195
19.5393,-17.4393,3.20475,35643,-25,-25,44,-25,25,29,25,-25,172,25,25,55
-6.69434,3.53932,-1.29072,491767,-25,-25,1307,-25,25,936,25,-25,652,25,25,648
-15.8157,-6.97466,3.57211,32,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.9593,5.07266,9.75114,58,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-21.0016,-13.5586,4.71036,117,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.9774,-4.51334,9.69829,2579,-25,-25,6,-25,25,5,25,-25,3,25,25,4
-3.49853,-17.0715,-9.98088,7603,-25,-25,15,-25,25,11,25,-25,17,25,25,12
-10.5916,-15.8342,8.50922,205647,-25,-25,577,-25,25,288,25,-25,318,25,25,231
13.1254,18.9368,2.55348,163115,-25,-25,190,-25,25,319,25,-25,210,25,25,438
-5.96956,-14.4718,-5.8876,297172,-25,-25,953,-25,25,473,25,-25,351,25,25,302
-4.02078,14.9114,-0.582237,92158,-25,-25,124,-25,25,202,25,-25,94,25,25,156
15.8262,-11.0151,8.36266,40,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.496925,-3.07735,8.1035,64,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-3.78451,-2.97284,2.40481,4049,-25,-25,9,-25,25,5,25,-25,3,25,25,7
-0.275185,-21.7545,2.12952,123,-99.9,-99.9,-1,-25,25,2,-99.9,-99.9,-1,-99.9,-99.9,-1
12.9031,10.5597,7.96705,39,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-15.0511,7.76857,0.845695,22576,-25,-25,42,-25,25,64,25,-25,28,25,25,33
21.0811,13.5617,2.93985,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
15.203,-10.324,4.22899,314955,-25,-25,366,-25,25,358,25,-25,702,25,25,707
17.6064,15.2143,1.0547,45,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
13.9774,5.9677,9.19094,2805,-25,-25,3,-25,25,3,25,-25,10,25,25,7
20.1944,-15.5514,-4.54342,6352,-25,-25,11,-25,25,7,25,-25,33,25,25,10
-11.009,-19.7122,1.0243,78,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-18.2502,-3.87983,0.987247,90211,-25,-25,211,-25,25,204,25,-25,110,25,25,108
0.0534047,-16.2107,-1.12267,163664,-25,-25,325,-25,25,180,25,-25,428,25,25,195
-17.0535,-21.615,-0.448895,317187,-25,-25,1224,-25,25,398,25,-25,452,25,25,297
7.61672,-18.23,-9.044,155419,-25,-25,307,-25,25,181,25,-25,472,25,25,192
-21.0932,-8.84144,-8.98548,222761,-25,-25,495,-25,25,332,25,-25,238,25,25,641
4.4843,19.9156,-8.80124,41,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
-1.72908,-13.5216,1.14577,5510,-25,-25,13,-25,25,6,25,-25,7,25,25,6
16.7311,19.6284,-1.20978,77123,-25,-25,93,-25,25,91,25,-25,103,25,25,363
3.00076,-1.34771,-4.62879,2752,-25,-25,5,-25,25,8,25,-25,6,25,25,5
-21.4496,-9.8272,4.44944,156453,-25,-25,482,-25,25,240,25,-25,211,25,25,189
-3.43552,1.15035,-4.58044,32,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
19.9634,10.5119,-4.64134,32879,-25,-25,32,-25,25,43,25,-25,55,25,25,119
-11.6129,-21.9264,-4.36337,117006,-25,-25,542,-25,25,136,25,-25,168,25,25,114
-13.2767,-18.4847,2.62562,40100,-25,-25,141,-25,25,46,25,-25,60,25,25,47
15.4051,-20.1378,4.90784,20128,-25,-25,21,-25,25,23,25,-25,59,25,25,26
